feature_0,feature_1,target_1
-11.542249769425224,2.61927669148019,2
-11.223766849311874,-7.119581213108157,3
-1.211414200464996,-3.989747738338181,1
7.261601739431543,9.817373858808331,0
-7.782191409004151,6.065322970030095,2
-9.407869611686396,4.599186587413403,2
6.966753255227362,10.31224010866019,0
-4.330333233275617,-1.0123259270016876,1
-9.86496598489746,-6.019738869508274,3
-10.134124183669064,-7.440928292511784,3
-12.483637347162077,-10.782303240361225,3
-2.879215998736928,-0.018015874935894072,1
-2.751279251071118,-2.8734254415046765,1
-10.219449136119088,-8.197894468026247,3
7.732136366237972,10.652846036583512,0
-3.4363136095898787,-2.4944151649834003,1
6.845575277890822,10.282088121062614,0
-10.031879832355749,2.905884017599162,2
-11.482867911248505,3.296175624135671,2
-10.339699903905956,-6.426912786598297,3
-0.858395616658221,-1.0220904458399507,1
-1.0666886958192496,-0.942620591478655,1
5.090702443516688,9.726826237571503,0
-3.2819749567863585,-0.7183221362013275,1
-12.51114647852648,-6.63295083067881,3
-9.5612867718704,3.732196833004152,2
-2.2991429336478664,-1.7859446251441484,1
-0.8950825807708087,-0.5519760350875291,1
-7.962893372490788,4.047683272198684,2
-10.507545338581238,4.62424885737169,2
-10.966071936450975,4.0638525187815855,2
-1.5214579804530604,-0.6873298219122448,1
-9.722806592501792,2.8565422708463926,2
-1.9139956795142639,-2.1245245463188187,1
4.643954264391225,10.63659979377804,0
-2.340640233469078,0.19160935227148546,1
-1.1460923242134213,-0.6894007594136208,1
-12.57262103375535,-9.479150283465843,3
7.185243936872148,11.03402397208868,0
-11.324582374443395,4.725299826182795,2
-0.40294914329269704,-2.1509952982046943,1
-7.635585792419896,2.781450197560149,2
-1.935925129331993,-1.0107111425354123,1
-7.969674987820127,-7.427592172285912,3
-3.327470888883545,-1.163685192710097,1
-11.022221175674964,-6.553381908185668,3
-10.894865441344901,4.101288520008862,2
-8.95634424821615,4.3816338053775645,2
6.039588894275889,11.119477144159855,0
-11.464090744208253,-7.770555610688213,3
-11.810226991555826,-7.6116055953593325,3
5.411149206078985,10.580883606304676,0
7.15282222995041,9.151514659302276,0
-9.985667445683072,6.848083821974564,2
-11.202034843915241,-9.55436423116958,3
-10.320817196623125,4.638753283754385,2
-12.38040118389223,6.086796713764972,2
5.608516805798735,8.903103195888649,0
-11.867969633451533,-7.027581964106957,3
-13.257073320157113,4.889155736013144,2
5.673913535082257,13.329498516922857,0
6.588279166836594,10.996754724316775,0
5.928297516963109,10.187130687162215,0
-10.114430692130778,2.5729394441616673,2
-10.654297692779137,-6.905781310944847,3
-10.68587897871441,5.05460692873672,2
-9.991524120809109,5.21381648687508,2
-9.03566417312214,-9.661864121431162,3
-13.674599813243693,-5.702501568907577,3
-9.660364404904703,4.772058786048807,2
-8.219238814096393,3.13305101587879,2
5.372383892950436,9.938151928573658,0
-11.14189347617365,-6.040068113991465,3
-10.689984952173635,4.5264633834398404,2
-13.1467084973554,-8.275847383981754,3
-1.9254835050051702,-1.897719669468263,1
-11.15727521453003,-4.269780248190229,3
4.8474253162913215,9.549058002363834,0
-9.916892170619048,2.495277663101217,2
-11.052245831718256,5.069112610269796,2
4.54896778866524,9.121246744657391,0
3.943682564784406,9.852884236896001,0
-2.941155773056817,-3.1224255191764896,1
-8.445359937621278,4.548999634237738,2
5.375893979224534,9.286009622454255,0
-9.500141455741934,-6.511039388318259,3
6.799482158086409,10.908462635405028,0
-2.8519372907229754,0.38053083865681514,1
-10.995190173508622,-6.76111670418369,3
-3.0203270869985737,0.6851891467002456,1
-1.3348482209289196,1.0840930697542537,1
-3.900578181746914,-1.8924022300955208,1
-10.26945262423596,4.89086275280353,2
-12.350585126135543,3.1731069089052806,2
-0.7594180790377323,1.1328306285035912,1
5.248228293513283,10.603184510147482,0
5.824379737783592,10.774696055619975,0
7.350705268374245,9.08118337291745,0
-3.3677665682959512,-2.1630855764591983,1
-10.005066081992346,-8.878103856519619,3
-10.144668301739864,-5.543758207048127,3
-10.179806391188318,-8.15562326558052,3
-10.523761727545503,-7.44277277746198,3
-11.503723740858115,5.040071141318897,2
4.6441018131996055,10.642103958483263,0
-10.079177000152635,5.494155902345636,2
-2.5774081180192225,-0.5244775884835897,1
-10.901056954319117,-7.306548997916737,3
-11.941313194132244,-8.601068366798529,3
7.303243172874021,8.80268347544088,0
-10.082687471939098,-7.706859235901878,3
-11.165399602473217,3.6635928189324174,2
5.076898549884535,11.275989130729842,0
7.276600553433992,9.861368298310314,0
-9.222334087922189,5.50668134961479,2
-9.654996039685765,-7.3712772635773565,3
-8.901352340980782,2.769940921261685,2
-1.2808357519422446,-1.3772578221971885,1
5.860479977008373,8.358785225147113,0
-9.519249913190867,2.567049839340533,2
-1.6622337034216637,-0.6608323613279693,1
-9.69548196608649,-8.146827468170326,3
-2.508574625173096,-0.18698527035869905,1
7.224261470589977,11.441506853790674,0
-2.8403980539133573,-0.4357792081595419,1
6.746909859060379,9.14010718641399,0
-9.706925747990848,6.005729389833875,2
-1.700091488432398,-1.804676012378045,1
-12.764766942724556,-4.938230444491213,3
4.888825061026966,9.595948170362954,0
7.4300435098312905,7.733143630460146,0
-9.116844416358765,-8.816348207789106,3
-14.125735519877605,-6.4069449337729125,3
-8.10842214972818,-7.914053813168437,3
-8.641747207076003,-6.800325242364878,3
-2.441604769752953,-0.1411540509134952,1
4.6440065204240115,10.070348634478115,0
-1.856609710594046,-1.605396921218645,1
-2.8065553840957156,-1.7161495160662388,1
4.330501687125478,11.071676643771402,0
-2.668410745410064,-2.068662588655828,1
-3.2222151761914857,-1.4238006351905597,1
-13.356205374422508,-7.3090718666602585,3
-8.358344804146325,4.136957172637554,2
-10.086855438603564,-5.951893308247251,3
